,日期,批发价格
0,2020-07-01,5.333125
1,2020-07-02,5.254705882
2,2020-07-03,5.090625
3,2020-07-04,4.853846154
4,2020-07-05,4.82
5,2020-07-06,4.977142857
6,2020-07-07,5.030666667
7,2020-07-08,5.065
8,2020-07-09,5.082666667
9,2020-07-10,5.061176471
10,2020-07-11,5.08
11,2020-07-12,5.103333333
12,2020-07-13,4.8
13,2020-07-14,4.691538462
14,2020-07-15,4.1675
15,2020-07-16,4.628461538
16,2020-07-17,4.527142857
17,2020-07-18,4.546153846
18,2020-07-19,4.654166667
19,2020-07-20,4.575
20,2020-07-21,4.488461538
21,2020-07-22,4.450769231
22,2020-07-23,4.510769231
23,2020-07-24,4.835454545
24,2020-07-25,4.640769231
25,2020-07-26,4.649230769
26,2020-07-27,4.733333333
27,2020-07-28,4.692307692
28,2020-07-29,4.7425
29,2020-07-30,4.804545455
30,2020-07-31,4.732307692
31,2020-08-01,4.729285714
32,2020-08-02,5.573529412
33,2020-08-03,5.710625
34,2020-08-04,5.056470588
35,2020-08-05,5.463888889
36,2020-08-06,5.079411765
37,2020-08-07,5.392941176
38,2020-08-08,5.43125
39,2020-08-09,5.938823529
40,2020-08-10,4.950666667
41,2020-08-11,5.003333333
42,2020-08-12,5.023571429
43,2020-08-13,4.335333333
44,2020-08-14,4.802666667
45,2020-08-15,4.925714286
46,2020-08-16,4.302307692
47,2020-08-17,4.319230769
48,2020-08-18,4.353846154
49,2020-08-19,4.757857143
50,2020-08-20,4.32
51,2020-08-21,4.476153846
52,2020-08-22,4.379285714
53,2020-08-23,4.500769231
54,2020-08-24,4.482666667
55,2020-08-25,4.663571429
56,2020-08-26,4.735714286
57,2020-08-27,4.804285714
58,2020-08-28,4.899230769
59,2020-08-29,5.033846154
60,2020-08-30,4.79
61,2020-08-31,4.803571429
62,2020-09-01,4.889166667
63,2020-09-02,4.522857143
64,2020-09-03,4.565384615
65,2020-09-04,4.451428571
66,2020-09-05,4.390666667
67,2020-09-06,4.306
68,2020-09-07,4.32
69,2020-09-08,4.218125
70,2020-09-09,4.294
71,2020-09-10,4.361428571
72,2020-09-11,4.226428571
73,2020-09-12,4.209333333
74,2020-09-13,4.165714286
75,2020-09-14,4.335
76,2020-09-15,3.983125
77,2020-09-16,4.610588235
