,日期,批发价格
0,2020-07-01,7.197777778
1,2020-07-02,7.014
2,2020-07-03,6.847
3,2020-07-04,6.709
4,2020-07-05,6.958
5,2020-07-06,7.075
6,2020-07-07,7.221
7,2020-07-08,7.258
8,2020-07-09,7.055
9,2020-07-10,6.82625
10,2020-07-11,7.71
11,2020-07-12,7.425
12,2020-07-13,7.5
13,2020-07-14,7.532
14,2020-07-15,7.627
15,2020-07-16,7.873
16,2020-07-17,7.948
17,2020-07-18,8.195
18,2020-07-19,7.927
19,2020-07-20,8.348888889
20,2020-07-21,7.815
21,2020-07-22,7.707
22,2020-07-23,7.833
23,2020-07-24,8.053
24,2020-07-25,8.156
25,2020-07-26,8.439
26,2020-07-27,8.549
27,2020-07-28,8.815
28,2020-07-29,8.747
29,2020-07-30,8.525454545
30,2020-07-31,8.341
31,2020-08-01,8.603636364
32,2020-08-02,8.144545455
33,2020-08-03,7.794545455
34,2020-08-04,7.031111111
35,2020-08-05,8.16
36,2020-08-06,7.932727273
37,2020-08-07,7.35
38,2020-08-08,7.28625
39,2020-08-09,7.697
40,2020-08-10,7.257777778
41,2020-08-11,7.198
42,2020-08-12,7.209090909
43,2020-08-13,7.24
44,2020-08-14,6.895
45,2020-08-15,6.611
46,2020-08-16,6.586
47,2020-08-17,6.423333333
48,2020-08-18,5.79
49,2020-08-19,5.61
50,2020-08-20,5.298
51,2020-08-21,5.386
52,2020-08-22,5.666666667
53,2020-08-23,5.354444444
54,2020-08-24,5.539
55,2020-08-25,5.547777778
56,2020-08-26,5.356
57,2020-08-27,5.296
58,2020-08-28,5.183333333
59,2020-08-29,5.555
60,2020-08-30,5.304
61,2020-08-31,5.45
62,2020-09-01,5.541
63,2020-09-02,4.929
64,2020-09-03,5.202
65,2020-09-04,5.866
66,2020-09-05,5.476666667
67,2020-09-06,6.258
68,2020-09-07,6.137272727
69,2020-09-08,6.05
70,2020-09-09,6.243
71,2020-09-10,6.440909091
72,2020-09-11,6.587777778
73,2020-09-12,6.900909091
74,2020-09-13,7.6175
75,2020-09-14,6.948
76,2020-09-15,6.943333333
77,2020-09-16,7.513
78,2020-09-17,7.52
79,2020-09-18,7.714
80,2020-09-19,7.204
81,2020-09-20,7.074
82,2020-09-21,7.784444444
83,2020-09-22,8.713
84,2020-09-23,9.65
85,2020-09-24,8.765
86,2020-09-25,8.867
87,2020-09-26,8.78
88,2020-09-27,8.719
89,2020-09-28,9.063
90,2020-09-29,8.931
91,2020-09-30,8.713
92,2020-10-01,8.571
93,2020-10-02,8.575
94,2020-10-03,8.35
95,2020-10-04,8.635555556
96,2020-10-05,8.662222222
97,2020-10-06,8.93
98,2020-10-07,9.345555556
99,2020-10-08,9.752222222
100,2020-10-09,9.906666667
101,2020-10-10,9.966666667
102,2020-10-11,10.10777778
103,2020-10-12,10.07666667
104,2020-10-13,9.495555556
105,2020-10-14,9.765555556
106,2020-10-15,9.702222222
107,2020-10-16,9.502222222
108,2020-10-17,9.01
109,2020-10-18,8.726
110,2020-10-19,8.878
111,2020-10-20,8.8
112,2020-10-21,8.435555556
113,2020-10-22,9.51
114,2020-10-23,9.815
115,2020-10-24,11.202
116,2020-10-25,11.256
117,2020-10-26,11.29
118,2020-10-27,10.49222222
119,2020-10-28,11.493
120,2020-10-29,11.557
121,2020-10-30,11.568
122,2020-10-31,11.476
123,2020-11-01,11.806
124,2020-11-02,12.90111111
125,2020-11-03,12.084
126,2020-11-04,11.38444444
127,2020-11-05,11.964
128,2020-11-06,11.909
129,2020-11-07,11.42
130,2020-11-08,11.324
131,2020-11-09,11.148
132,2020-11-10,11.096
133,2020-11-11,10.887
134,2020-11-12,10.893
135,2020-11-13,11.11444444
136,2020-11-14,10.767
137,2020-11-15,10.355
138,2020-11-16,10.096
139,2020-11-17,10.8425
140,2020-11-18,10.77888889
141,2020-11-19,10.276
142,2020-11-20,10.026
143,2020-11-21,10.27333333
144,2020-11-22,10.132
145,2020-11-23,10.084
146,2020-11-24,10.56222222
147,2020-11-25,10.59111111
148,2020-11-26,10.45
149,2020-11-27,10.01777778
150,2020-11-28,9.812
151,2020-11-29,10.03333333
152,2020-11-30,9.831
153,2020-12-01,8.797777778
154,2020-12-02,9.916
155,2020-12-03,10.277
156,2020-12-04,10.86222222
157,2020-12-05,11.109
158,2020-12-06,11.365
159,2020-12-07,12.70333333
160,2020-12-08,12.23
161,2020-12-09,12.359
162,2020-12-10,13.83333333
163,2020-12-11,13.369
164,2020-12-12,14.64
165,2020-12-13,14.524
166,2020-12-14,17.49714286
167,2020-12-15,14.505
168,2020-12-16,15.137999999999998
169,2020-12-17,15.345
170,2020-12-18,15.557000000000002
171,2020-12-19,15.816000000000003
172,2020-12-20,16.001
173,2020-12-21,15.762
174,2020-12-22,15.839000000000002
175,2020-12-23,15.769
176,2020-12-24,15.558
177,2020-12-25,16.329
178,2020-12-26,17.74444444
179,2020-12-27,16.949
180,2020-12-28,17.523
181,2020-12-29,18.19740873142857
182,2020-12-30,17.903444445714285
183,2020-12-31,17.82442857285714
184,2021-01-01,17.352
185,2021-01-02,17.953492064285715
186,2021-01-03,17.993809525714283
187,2021-01-04,15.34555556
188,2021-01-05,17.901
189,2021-01-06,18.118
190,2021-01-07,18.56720635
191,2021-01-08,18.366920635714283
192,2021-01-09,18.328396825714286
193,2021-01-10,18.088
194,2021-01-11,18.336
195,2021-01-12,17.718174602857143
196,2021-01-13,17.409761904285713
197,2021-01-14,17.176
198,2021-01-15,18.15333333
199,2021-01-16,17.655
200,2021-01-17,16.824
201,2021-01-18,16.709
202,2021-01-19,16.99
203,2021-01-20,18.05555556
204,2021-01-21,17.7
205,2021-01-22,18.344352812857146
206,2021-01-23,18.20399567
207,2021-01-24,17.741376622857143
208,2021-01-25,18.01333333
209,2021-01-26,16.76363636
210,2021-01-27,18.2375
211,2021-01-28,16.951
212,2021-01-29,16.308316682857143
213,2021-01-30,16.50416667
214,2021-01-31,16.58363636
215,2021-02-01,15.57333333
216,2021-02-02,16.2675
217,2021-02-03,15.12230769
218,2021-02-04,15.66727273
219,2021-02-05,16.93625
220,2021-02-06,15.462999999999997
221,2021-02-07,16.4725
222,2021-02-08,14.89555556
223,2021-02-09,16.41666667
224,2021-02-10,15.09384615
225,2021-02-13,16.84909091
226,2021-02-14,16.98090909
227,2021-02-15,15.990000000000002
228,2021-02-16,16.5
